day,NR,ZK,ZK_ND,FK,FK_ND,CK
15.207030999998096,24.69583,19.67009,37.01736000000006,24.81869999999998,34.02353999999996,29.171280000000014
15.25,24.697100000000002,19.670279999999998,37.02520000000006,24.82006999999998,34.02858999999996,29.174190000000014
15.292969000001904,24.69836,19.670469999999998,37.033000000000065,24.821429999999978,34.03360999999996,29.177080000000014
15.332030999998096,24.69961,19.670659999999998,37.040770000000066,24.822769999999977,34.03859999999996,29.179950000000016
15.375,24.70085,19.67084,37.04850000000007,24.824099999999977,34.04355999999996,29.182800000000015
15.417969000001904,24.70208,19.67102,37.056190000000065,24.825409999999977,34.048479999999955,29.185630000000014
15.457030999998096,24.7033,19.6712,37.06384000000006,24.826709999999977,34.05336999999996,29.188450000000014
15.5,24.70452,19.67137,37.07145000000006,24.82798999999998,34.05822999999996,29.191250000000014
15.542969000001904,24.70573,19.67154,37.07903000000006,24.82925999999998,34.06304999999996,29.194030000000016
15.582030999998096,24.70693,19.67172,37.08657000000006,24.83050999999998,34.06783999999996,29.196790000000014
15.625,24.70812,19.67189,37.09407000000006,24.83174999999998,34.07259999999996,29.199530000000014
15.667969000001904,24.709300000000002,19.67207,37.10153000000006,24.83296999999998,34.07731999999996,29.202250000000014
15.707030999998096,24.71047,19.672240000000002,37.108950000000064,24.83417999999998,34.082009999999954,29.204950000000014
15.75,24.71163,19.672410000000003,37.11633000000006,24.83537999999998,34.086669999999955,29.207630000000016
15.792969000001904,24.71278,19.672580000000004,37.12367000000006,24.83655999999998,34.09128999999996,29.210290000000015
15.832030999998096,24.713919999999998,19.672740000000005,37.13097000000006,24.83772999999998,34.09587999999996,29.212930000000014
15.875,24.715049999999998,19.672900000000006,37.138230000000064,24.83887999999998,34.100439999999956,29.215550000000015
15.917969000001904,24.716169999999998,19.673070000000006,37.14545000000006,24.840019999999978,34.10496999999996,29.218150000000016
15.957030999998096,24.71728,19.673230000000007,37.15263000000006,24.841149999999978,34.109459999999956,29.220730000000014
16.0,24.71838,19.67339000000001,37.15977000000006,24.84225999999998,34.11391999999996,29.223290000000013
16.042969000001904,24.71947,19.67356000000001,37.16687000000006,24.84335999999998,34.11834999999996,29.225830000000013
16.082030999998096,24.720560000000003,19.67372000000001,37.17393000000006,24.84444999999998,34.12273999999996,29.228350000000013
16.125,24.721640000000004,19.67389000000001,37.18095000000006,24.84551999999998,34.127099999999956,29.230850000000014
16.167969000001904,24.722710000000003,19.674050000000012,37.18793000000006,24.846579999999978,34.13142999999996,29.233330000000013
16.207030999998096,24.723770000000002,19.674210000000013,37.19487000000006,24.847629999999977,34.13571999999996,29.235790000000012
16.25,24.72482,19.674370000000014,37.20177000000006,24.848659999999978,34.13997999999996,29.238230000000012
16.292969000001904,24.72586,19.674530000000015,37.20863000000006,24.849679999999978,34.14420999999996,29.240650000000013
16.332030999998096,24.72689,19.674680000000016,37.21545000000006,24.85068999999998,34.148409999999956,29.243050000000014
16.375,24.72791,19.674830000000018,37.222220000000064,24.85168999999998,34.152569999999955,29.245440000000013
16.417969000001904,24.728920000000002,19.67498000000002,37.22895000000006,24.85266999999998,34.15669999999996,29.247810000000012
16.457030999998096,24.729920000000003,19.67513000000002,37.23564000000006,24.853639999999977,34.16079999999996,29.25016000000001
16.5,24.730920000000005,19.675280000000022,37.24229000000006,24.854599999999976,34.16486999999996,29.252490000000012
16.542969000001904,24.731910000000006,19.67542000000002,37.24890000000006,24.855549999999976,34.16889999999996,29.254800000000014
16.582030999998096,24.732890000000005,19.67557000000002,37.25547000000007,24.856489999999976,34.172899999999956,29.257090000000012
16.625,24.733860000000004,19.67571000000002,37.262000000000064,24.857409999999977,34.17686999999996,29.25936000000001
16.667969000001904,24.734820000000003,19.67586000000002,37.268490000000064,24.858319999999978,34.18080999999996,29.26161000000001
16.707030999998096,24.735770000000002,19.676010000000023,37.274940000000065,24.85921999999998,34.184719999999956,29.263840000000013
16.75,24.736710000000002,19.67614000000002,37.281340000000064,24.860109999999978,34.188589999999955,29.266060000000014
16.792969000001904,24.737650000000002,19.67628000000002,37.287700000000065,24.860989999999976,34.19242999999995,29.268260000000012
16.832030999998096,24.738580000000002,19.676420000000018,37.29402000000007,24.861859999999975,34.19623999999995,29.27044000000001
16.875,24.739500000000003,19.676560000000016,37.300300000000064,24.862719999999975,34.20001999999995,29.27260000000001
16.917969000001904,24.740410000000004,19.676700000000015,37.30654000000006,24.863559999999975,34.20376999999995,29.274740000000012
16.957030999998096,24.741310000000006,19.676840000000013,37.31274000000006,24.864389999999975,34.20748999999995,29.276860000000013
17.0,24.742200000000004,19.67698000000001,37.31890000000006,24.865209999999976,34.21117999999995,29.278960000000012
17.042969000001904,24.743090000000002,19.67711000000001,37.325020000000066,24.866019999999978,34.21482999999995,29.28105000000001
17.082030999998096,24.74397,19.67724000000001,37.33110000000006,24.86681999999998,34.21844999999995,29.28312000000001
17.125,24.74484,19.677370000000007,37.337130000000066,24.867609999999978,34.22203999999995,29.28517000000001
17.167969000001904,24.7457,19.677500000000006,37.34312000000006,24.868389999999977,34.22559999999995,29.287200000000013
17.207030999998096,24.74655,19.677630000000004,37.34907000000006,24.869159999999976,34.22912999999995,29.28921000000001
17.25,24.74739,19.677760000000003,37.35498000000006,24.869919999999976,34.23262999999995,29.29121000000001
17.292969000001904,24.74823,19.67789,37.36085000000006,24.870669999999976,34.23609999999995,29.29319000000001
17.332030999998096,24.74906,19.67801,37.366680000000066,24.871409999999976,34.23953999999995,29.29515000000001
17.375,24.74988,19.67813,37.372470000000064,24.872139999999977,34.24294999999995,29.29709000000001
17.417969000001904,24.750690000000002,19.678259999999998,37.37822000000006,24.872859999999978,34.24632999999995,29.29901000000001
17.457030999998096,24.751490000000004,19.678379999999997,37.38392000000006,24.87356999999998,34.24967999999995,29.30092000000001
17.5,24.752290000000006,19.678499999999996,37.38958000000006,24.874269999999978,34.25299999999995,29.302810000000008
17.542969000001904,24.753080000000004,19.678619999999995,37.39520000000006,24.874959999999977,34.25628999999995,29.30468000000001
17.582030999998096,24.753860000000003,19.678739999999994,37.40078000000006,24.875639999999976,34.25954999999995,29.30653000000001
17.625,24.754630000000002,19.678859999999993,37.406320000000065,24.876309999999975,34.26277999999995,29.30837000000001
17.667969000001904,24.7554,19.678979999999992,37.41182000000006,24.876979999999975,34.26597999999995,29.31019000000001
17.707030999998096,24.75616,19.67909999999999,37.41728000000006,24.877639999999975,34.26914999999995,29.31199000000001
17.75,24.75691,19.67921999999999,37.42270000000006,24.878289999999975,34.27228999999995,29.31378000000001
17.792969000001904,24.75765,19.67932999999999,37.428080000000065,24.878929999999976,34.27539999999995,29.31555000000001
17.832030999998096,24.758390000000002,19.67943999999999,37.43342000000006,24.879559999999977,34.278479999999945,29.31730000000001
17.875,24.759120000000003,19.67954999999999,37.43872000000006,24.880179999999978,34.28153999999994,29.31904000000001
17.917969000001904,24.759840000000004,19.679659999999988,37.44398000000006,24.88078999999998,34.284569999999945,29.32076000000001
17.957030999998096,24.760550000000006,19.679769999999987,37.44920000000006,24.88139999999998,34.287569999999945,29.32246000000001
18.0,24.761260000000007,19.679879999999986,37.454380000000064,24.88199999999998,34.29053999999994,29.32415000000001
18.042969000001904,24.761960000000006,19.679979999999986,37.45952000000006,24.88258999999998,34.29348999999994,29.32582000000001
18.082030999998096,24.762660000000004,19.680089999999986,37.46465000000006,24.88316999999998,34.29641999999994,29.327480000000012
18.125,24.763350000000003,19.680189999999985,37.469760000000065,24.883749999999978,34.299339999999944,29.329130000000013
18.167969000001904,24.76404,19.680289999999985,37.474860000000064,24.884319999999978,34.30223999999994,29.330780000000015
18.207030999998096,24.76472,19.680389999999985,37.47994000000006,24.884889999999977,34.30512999999994,29.332420000000013
18.25,24.7654,19.680489999999985,37.48501000000007,24.885449999999977,34.30800999999994,29.334050000000012
18.292969000001904,24.76608,19.680599999999984,37.490060000000064,24.886009999999978,34.31087999999994,29.33567000000001
18.332030999998096,24.76675,19.680699999999984,37.495100000000065,24.886559999999978,34.31372999999994,29.33728000000001
18.375,24.767419999999998,19.680799999999984,37.50012000000007,24.88710999999998,34.31656999999994,29.33889000000001
18.417969000001904,24.768089999999997,19.680909999999983,37.505130000000065,24.88764999999998,34.31938999999994,29.34049000000001
18.457030999998096,24.768749999999997,19.681009999999983,37.510120000000065,24.88818999999998,34.32219999999994,29.34208000000001
18.5,24.769409999999997,19.681109999999983,37.51510000000007,24.88871999999998,34.32499999999994,29.34366000000001
18.542969000001904,24.770059999999997,19.681209999999982,37.520060000000065,24.889249999999983,34.32777999999994,29.34523000000001
18.582030999998096,24.770709999999998,19.681309999999982,37.525010000000066,24.889769999999984,34.33054999999994,29.346800000000012
18.625,24.771359999999998,19.681409999999982,37.52994000000007,24.890289999999986,34.33330999999994,29.348360000000014
18.667969000001904,24.772,19.68150999999998,37.53485000000007,24.890799999999984,34.33604999999994,29.349910000000015
18.707030999998096,24.77264,19.68160999999998,37.53975000000007,24.891309999999983,34.33877999999994,29.351450000000014
18.75,24.77328,19.68170999999998,37.54463000000007,24.891809999999982,34.34149999999994,29.352980000000013
18.792969000001904,24.77391,19.68180999999998,37.549500000000066,24.89230999999998,34.34419999999994,29.354500000000012
18.832030999998096,24.774540000000002,19.68190999999998,37.55435000000006,24.89280999999998,34.34688999999994,29.35602000000001
18.875,24.775160000000003,19.68199999999998,37.55918000000006,24.89329999999998,34.34955999999994,29.35753000000001
18.917969000001904,24.775780000000005,19.68209999999998,37.564000000000064,24.893789999999978,34.35221999999994,29.35903000000001
18.957030999998096,24.776400000000006,19.68218999999998,37.56880000000007,24.894269999999977,34.35486999999994,29.36052000000001
19.0,24.777010000000008,19.68227999999998,37.573580000000064,24.894749999999977,34.357499999999945,29.362000000000013
19.042969000001904,24.77762000000001,19.68236999999998,37.57834000000006,24.895219999999977,34.360119999999945,29.363470000000014
19.082030999998096,24.77823000000001,19.68246999999998,37.58309000000006,24.895689999999977,34.362719999999946,29.364940000000015
19.125,24.77883000000001,19.68255999999998,37.587820000000065,24.896149999999977,34.365309999999944,29.366400000000016
19.167969000001904,24.77943000000001,19.68264999999998,37.59253000000007,24.896609999999978,34.367889999999946,29.367850000000015
19.207030999998096,24.780020000000007,19.68273999999998,37.597220000000064,24.897069999999978,34.37044999999995,29.369290000000014
19.25,24.780610000000006,19.68282999999998,37.601900000000064,24.89751999999998,34.37299999999995,29.370720000000013
19.292969000001904,24.781200000000005,19.68291999999998,37.606560000000066,24.89796999999998,34.37552999999995,29.372150000000012
19.332030999998096,24.781780000000005,19.68300999999998,37.61120000000007,24.89840999999998,34.378049999999945,29.37357000000001
19.375,24.782360000000004,19.683099999999982,37.61582000000007,24.89884999999998,34.380559999999946,29.37498000000001
19.417969000001904,24.782940000000004,19.683179999999982,37.62043000000007,24.899279999999983,34.38304999999995,29.37638000000001
19.457030999998096,24.783510000000003,19.683269999999983,37.62502000000007,24.899709999999985,34.385529999999946,29.377770000000012
19.5,24.784080000000003,19.683359999999983,37.62959000000007,24.900139999999986,34.387989999999945,29.379150000000013
19.542969000001904,24.784640000000003,19.683439999999983,37.63414000000007,24.900559999999984,34.39043999999995,29.380530000000014
19.582030999998096,24.785200000000003,19.683529999999983,37.638670000000076,24.900979999999983,34.39287999999995,29.381900000000016
19.625,24.785760000000003,19.683619999999983,37.64318000000008,24.90138999999998,34.39529999999995,29.383260000000014
