variant,gen_RMSE,gen_MAE,gen_MaxAE,gen_bias,prev_RMSE,prev_MAE,prev_MaxAE,prev_bias
NR,6.067163903639474,4.128816787901741,14.083652152861692,-4.052919479002395,5.9349888540395686,3.9759070065906106,13.832727103358737,-3.5526671788048256
ZK,8.974431992288547,7.721669373464705,14.62513196934594,-7.721669373464705,3.8524761955994316,2.3838941652499974,13.829403468411794,-2.0617818535483354
ZK_ND,13.611873705404582,11.602639021393568,22.41886845161303,9.887938467024805,14.287259434679584,12.347062577194558,23.56044845161297,10.86239538430762
FK,4.2047297383223565,2.9844223572079818,14.111195656089746,-2.977155692957552,4.000014356317047,3.188395737676565,13.832824643678325,1.5953790042609781
FK_ND,8.966257453319875,7.931636183826676,14.056815493404507,6.205682991282475,9.486179196439409,8.555691733290766,13.936658451613084,7.0649816761026925
CK,3.8660441151722993,2.842598342853074,14.059966446650483,0.4658875987351452,4.0948762901052325,3.3052819641452245,13.794963983893384,1.0928306234136869
