TIME_2DSOIL,TIME_PHREEQCRM,DATE,MINERAL_N,DELTA_NITRIFIED_N,DELTA_DENITRIFIED_N
45292.0,0.0,01/01/2024,25.521128859976187,0.0,0.0
45292.042969,3712.521600164473,01/01/2024,25.61593250064842,0.0966033805597616,0.0
45292.082031,7087.478399835527,01/01/2024,25.70108359241768,0.086961090438321,0.0
45292.125,10800.0,01/01/2024,25.79390273385536,0.09462913835547943,0.0
45292.167969,14512.521600164473,01/01/2024,25.88562862163056,0.09354588441931372,0.0
45292.207031,17887.478399835527,01/01/2024,25.967948279906402,0.08413965381980931,0.0
45292.25,21600.0,01/01/2024,26.0576964038329,0.09157812109082025,0.0
45292.292969,25312.521600164473,01/01/2024,26.14644031891727,0.09057391036397999,0.0
45292.332031,28687.478399835527,01/01/2024,26.22610105929202,0.08150073644262112,0.0
45292.375,32400.0,01/01/2024,26.313004456701584,0.08874339485407412,0.0
45292.417969,36112.52160016447,01/01/2024,26.398973678038722,0.08780921695168853,0.0
45292.457031,39487.47839983553,01/01/2024,26.476179522063738,0.07904584087875688,0.0
45292.5,43200.0,01/01/2024,26.560445878884167,0.08610635314414616,0.0
45292.542969,46912.52160016447,01/01/2024,26.643843198315388,0.08523731500927312,0.0
45292.582031,50287.47839983553,01/01/2024,26.718765306234033,0.07676210424847163,0.0
45292.625,54000.0,01/01/2024,26.800578488260165,0.0836531786300454,0.0
45292.667969,57712.52160016447,01/01/2024,26.88159322134019,0.08284472930970876,0.0
45292.707031,61087.47839983553,01/01/2024,26.95440084549019,0.07463762178960631,0.0
45292.75,64800.0,01/01/2024,27.033932097710036,0.08135090005996948,0.0
45292.792969,68512.52160016447,01/01/2024,27.112623784332072,0.08050098571846975,0.0
45292.832031,71887.47839983553,01/01/2024,27.18337806194085,0.07255403054901444,0.0
45292.875,75600.0,01/01/2024,24.74630852346216,0.07914031191207083,0.0
45292.917969,79312.52160016447,01/01/2024,21.571221831588787,0.07846330694101478,0.0
45292.957031,82687.47839983553,01/01/2024,19.62478683699792,0.07075500305114368,0.0
45293.0,86400.0,01/02/2024,18.31101824664058,0.07722140267875521,0.0
45293.042969,90112.52160016447,01/02/2024,17.349244532390834,0.07658627656793549,0.0
45293.082031,93487.47839983553,01/02/2024,16.59546622960365,0.06909169066681597,0.0
45293.125,97200.0,01/02/2024,16.00645557986536,0.07541934301363895,0.0
45293.167969,100912.52160016447,01/02/2024,15.514081671834887,0.07483608990302226,0.0
45293.207031,104287.47839983553,01/02/2024,15.102686048738967,0.0675243729375441,0.0
45293.25,108000.0,01/02/2024,14.759842846511361,0.07373678951522855,0.0
45293.292969,111712.52160016447,01/02/2024,14.459989175937139,0.07317632164142829,0.0
45293.332031,115087.47839983553,01/02/2024,14.194402334902279,0.06605315213467433,0.0
45293.375,118800.0,01/02/2024,13.97223172665636,0.07214938507369695,0.0
45293.417969,122512.52160016447,01/02/2024,13.776016569717761,0.07162483628186234,0.0
45293.457031,125887.47839983553,01/02/2024,13.592381283005707,0.06467470962198574,0.0
